Reported_Date,Region,Institution,Total_Active_Inmate_Cases_As_Of_Reported_Date,Cumul_Nr_Resolved_Inmate_Cases_As_Of_Reported_Date,Cumul_Nr_Positive_Released_Inmate_Cases_As_Of_Reported_Date
7/21/2020,Eastern,Central East Correctional Centre,,1,1
7/21/2020,Central,Niagara Detention Centre,,,1
7/21/2020,Western,Central North Correctional Centre,,1,1
7/21/2020,Northern,Kenora Jail,,2,
7/21/2020,Western,Elgin-Middlesex Det. Centre,,1,
7/22/2020,Northern,Monteith Correctional Centre,,1,
7/22/2020,Central,Maplehurst Correctional Complex,,6,3
7/22/2020,Central,Ontario Correctional Institute,,89,2
7/22/2020,Toronto,Toronto South Detention Centre,1,10,7
7/22/2020,Central,Milton-Vanier Centre For Women,,1,3
7/22/2020,Central,Hamilton Wentworth Det Centre,,1,
7/22/2020,Eastern,Central East Correctional Centre,,1,1
7/22/2020,Central,Niagara Detention Centre,,,1
7/22/2020,Western,Central North Correctional Centre,,1,1
7/22/2020,Northern,Kenora Jail,,2,
7/22/2020,Western,Elgin-Middlesex Det. Centre,,1,
7/23/2020,Northern,Monteith Correctional Centre,,1,
7/23/2020,Central,Maplehurst Correctional Complex,,6,3
7/23/2020,Central,Ontario Correctional Institute,,89,2
7/23/2020,Toronto,Toronto South Detention Centre,1,10,7
7/23/2020,Central,Milton-Vanier Centre For Women,,1,3
7/23/2020,Central,Hamilton Wentworth Det Centre,,1,
7/23/2020,Eastern,Central East Correctional Centre,,1,1
7/23/2020,Central,Niagara Detention Centre,,,1
7/23/2020,Western,Central North Correctional Centre,,1,1
7/23/2020,Northern,Kenora Jail,,2,
7/23/2020,Western,Elgin-Middlesex Det. Centre,,1,
7/26/2020,Northern,Monteith Correctional Centre,,1,
7/26/2020,Central,Maplehurst Correctional Complex,,6,3
7/26/2020,Central,Ontario Correctional Institute,,89,2
7/26/2020,Toronto,Toronto South Detention Centre,1,10,7
7/26/2020,Central,Milton-Vanier Centre For Women,,1,3
7/26/2020,Central,Hamilton Wentworth Det Centre,,1,
7/26/2020,Eastern,Central East Correctional Centre,,1,1
7/26/2020,Central,Niagara Detention Centre,,,1
7/26/2020,Western,Central North Correctional Centre,,1,1
7/26/2020,Northern,Kenora Jail,,2,
7/26/2020,Western,Elgin-Middlesex Det. Centre,,1,
7/27/2020,Northern,Monteith Correctional Centre,,1,
7/27/2020,Central,Maplehurst Correctional Complex,,6,3
7/27/2020,Central,Ontario Correctional Institute,,89,2
7/27/2020,Toronto,Toronto South Detention Centre,1,10,7
7/27/2020,Central,Milton-Vanier Centre For Women,,1,3
7/27/2020,Central,Hamilton Wentworth Det Centre,,1,
7/27/2020,Eastern,Central East Correctional Centre,,1,1
7/27/2020,Central,Niagara Detention Centre,,,1
7/27/2020,Western,Central North Correctional Centre,,1,1
7/27/2020,Northern,Kenora Jail,,2,
7/27/2020,Western,Elgin-Middlesex Det. Centre,,1,
7/28/2020,Northern,Monteith Correctional Centre,,1,
7/28/2020,Central,Maplehurst Correctional Complex,,6,3
7/28/2020,Central,Ontario Correctional Institute,,89,2
7/28/2020,Toronto,Toronto South Detention Centre,1,10,7
7/28/2020,Central,Milton-Vanier Centre For Women,,1,3
7/28/2020,Central,Hamilton Wentworth Det Centre,,1,
7/28/2020,Eastern,Central East Correctional Centre,,1,1
7/28/2020,Central,Niagara Detention Centre,,,1
7/28/2020,Western,Central North Correctional Centre,,1,1
7/28/2020,Northern,Kenora Jail,,2,
7/28/2020,Western,Elgin-Middlesex Det. Centre,,1,
7/29/2020,Northern,Monteith Correctional Centre,,1,
7/29/2020,Central,Maplehurst Correctional Complex,,6,3
7/29/2020,Central,Ontario Correctional Institute,,89,2
7/29/2020,Toronto,Toronto South Detention Centre,1,10,7
7/29/2020,Central,Milton-Vanier Centre For Women,,1,3
7/29/2020,Central,Hamilton Wentworth Det Centre,,1,
7/29/2020,Eastern,Central East Correctional Centre,,1,1
7/29/2020,Central,Niagara Detention Centre,,,1
7/29/2020,Western,Central North Correctional Centre,,1,1
7/29/2020,Northern,Kenora Jail,,2,
7/29/2020,Western,Elgin-Middlesex Det. Centre,,1,
7/30/2020,Northern,Monteith Correctional Centre,,1,
7/30/2020,Central,Maplehurst Correctional Complex,,6,3
7/30/2020,Central,Ontario Correctional Institute,,89,2
7/30/2020,Toronto,Toronto South Detention Centre,,11,7
7/30/2020,Central,Milton-Vanier Centre For Women,,1,3
7/30/2020,Central,Hamilton Wentworth Det Centre,,1,
7/30/2020,Eastern,Central East Correctional Centre,,1,1
7/30/2020,Central,Niagara Detention Centre,,,1
7/30/2020,Western,Central North Correctional Centre,,1,1
7/30/2020,Northern,Kenora Jail,,2,
7/30/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/3/2020,Northern,Monteith Correctional Centre,,1,
8/3/2020,Central,Maplehurst Correctional Complex,,6,3
8/3/2020,Central,Ontario Correctional Institute,,89,2
8/3/2020,Toronto,Toronto South Detention Centre,,11,7
8/3/2020,Central,Milton-Vanier Centre For Women,,1,3
8/3/2020,Central,Hamilton Wentworth Det Centre,,1,
8/3/2020,Eastern,Central East Correctional Centre,,1,1
8/3/2020,Central,Niagara Detention Centre,,,1
8/3/2020,Western,Central North Correctional Centre,,1,1
8/3/2020,Northern,Kenora Jail,,2,
8/3/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/4/2020,Northern,Monteith Correctional Centre,,1,
8/4/2020,Central,Maplehurst Correctional Complex,,6,3
8/4/2020,Central,Ontario Correctional Institute,,89,2
8/4/2020,Toronto,Toronto South Detention Centre,,11,7
8/4/2020,Central,Milton-Vanier Centre For Women,,1,3
8/4/2020,Central,Hamilton Wentworth Det Centre,,1,
8/4/2020,Eastern,Central East Correctional Centre,,1,1
8/4/2020,Central,Niagara Detention Centre,,,1
8/4/2020,Western,Central North Correctional Centre,,1,1
8/4/2020,Northern,Kenora Jail,,2,
8/4/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/5/2020,Northern,Monteith Correctional Centre,,1,
8/5/2020,Central,Maplehurst Correctional Complex,,6,3
8/5/2020,Central,Ontario Correctional Institute,,89,2
8/5/2020,Toronto,Toronto South Detention Centre,,11,7
8/5/2020,Central,Milton-Vanier Centre For Women,,1,3
8/5/2020,Central,Hamilton Wentworth Det Centre,,1,
8/5/2020,Eastern,Central East Correctional Centre,,1,1
8/5/2020,Central,Niagara Detention Centre,1,,1
8/5/2020,Western,Central North Correctional Centre,,1,1
8/5/2020,Northern,Kenora Jail,,2,
8/5/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/6/2020,Northern,Monteith Correctional Centre,,1,
8/6/2020,Central,Maplehurst Correctional Complex,,6,3
8/6/2020,Central,Ontario Correctional Institute,,89,2
8/6/2020,Toronto,Toronto South Detention Centre,,11,7
8/6/2020,Central,Milton-Vanier Centre For Women,,1,3
8/6/2020,Central,Hamilton Wentworth Det Centre,,1,
8/6/2020,Eastern,Central East Correctional Centre,,1,1
8/6/2020,Central,Niagara Detention Centre,1,,1
8/6/2020,Western,Central North Correctional Centre,,1,1
8/6/2020,Northern,Kenora Jail,,2,
8/6/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/9/2020,Northern,Monteith Correctional Centre,,1,
8/9/2020,Central,Maplehurst Correctional Complex,,6,3
8/9/2020,Central,Ontario Correctional Institute,,89,2
8/9/2020,Toronto,Toronto South Detention Centre,,11,7
8/9/2020,Central,Milton-Vanier Centre For Women,,1,3
8/9/2020,Central,Hamilton Wentworth Det Centre,,1,
8/9/2020,Eastern,Central East Correctional Centre,1,1,1
8/9/2020,Central,Niagara Detention Centre,1,,1
8/9/2020,Western,Central North Correctional Centre,,1,1
8/9/2020,Northern,Kenora Jail,,2,
8/9/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/10/2020,Northern,Monteith Correctional Centre,,1,
8/10/2020,Central,Maplehurst Correctional Complex,,6,3
8/10/2020,Central,Ontario Correctional Institute,,89,2
8/10/2020,Toronto,Toronto South Detention Centre,,11,7
8/10/2020,Central,Milton-Vanier Centre For Women,,1,3
8/10/2020,Central,Hamilton Wentworth Det Centre,,1,
8/10/2020,Eastern,Central East Correctional Centre,1,1,1
8/10/2020,Central,Niagara Detention Centre,1,,1
8/10/2020,Western,Central North Correctional Centre,,1,1
8/10/2020,Northern,Kenora Jail,,2,
8/10/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/11/2020,Northern,Monteith Correctional Centre,,1,
8/11/2020,Central,Maplehurst Correctional Complex,,6,3
8/11/2020,Central,Ontario Correctional Institute,,89,2
8/11/2020,Toronto,Toronto South Detention Centre,,11,7
8/11/2020,Central,Milton-Vanier Centre For Women,,1,3
8/11/2020,Central,Hamilton Wentworth Det Centre,,1,
8/11/2020,Eastern,Central East Correctional Centre,,1,2
8/11/2020,Central,Niagara Detention Centre,1,,1
8/11/2020,Western,Central North Correctional Centre,,1,1
8/11/2020,Northern,Kenora Jail,,2,
8/11/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/12/2020,Northern,Monteith Correctional Centre,,1,
8/12/2020,Central,Maplehurst Correctional Complex,,6,3
8/12/2020,Central,Ontario Correctional Institute,,89,2
8/12/2020,Toronto,Toronto South Detention Centre,,11,7
8/12/2020,Central,Milton-Vanier Centre For Women,,1,3
8/12/2020,Central,Hamilton Wentworth Det Centre,,1,
8/12/2020,Eastern,Central East Correctional Centre,,1,2
8/12/2020,Central,Niagara Detention Centre,1,,1
8/12/2020,Western,Central North Correctional Centre,,1,1
8/12/2020,Northern,Kenora Jail,,2,
8/12/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/13/2020,Northern,Monteith Correctional Centre,,1,
8/13/2020,Central,Maplehurst Correctional Complex,,6,3
8/13/2020,Central,Ontario Correctional Institute,,89,2
8/13/2020,Toronto,Toronto South Detention Centre,,11,7
8/13/2020,Central,Milton-Vanier Centre For Women,,1,3
8/13/2020,Central,Hamilton Wentworth Det Centre,,1,
8/13/2020,Eastern,Central East Correctional Centre,,1,2
8/13/2020,Central,Niagara Detention Centre,,1,1
8/13/2020,Western,Central North Correctional Centre,,1,1
8/13/2020,Northern,Kenora Jail,,2,
8/13/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/16/2020,Northern,Monteith Correctional Centre,,1,
8/16/2020,Central,Maplehurst Correctional Complex,,6,3
8/16/2020,Central,Ontario Correctional Institute,,89,2
8/16/2020,Toronto,Toronto South Detention Centre,,11,7
8/16/2020,Central,Milton-Vanier Centre For Women,,1,3
8/16/2020,Central,Hamilton Wentworth Det Centre,,1,
8/16/2020,Eastern,Central East Correctional Centre,,1,2
8/16/2020,Central,Niagara Detention Centre,,1,1
8/16/2020,Western,Central North Correctional Centre,,1,1
8/16/2020,Northern,Kenora Jail,,2,
8/16/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/17/2020,Northern,Monteith Correctional Centre,,1,
8/17/2020,Central,Maplehurst Correctional Complex,,6,3
8/17/2020,Central,Ontario Correctional Institute,,89,2
8/17/2020,Toronto,Toronto South Detention Centre,,11,7
8/17/2020,Central,Milton-Vanier Centre For Women,,1,3
8/17/2020,Central,Hamilton Wentworth Det Centre,,1,
8/17/2020,Eastern,Central East Correctional Centre,,1,2
8/17/2020,Central,Niagara Detention Centre,,1,1
8/17/2020,Western,Central North Correctional Centre,,1,1
8/17/2020,Northern,Kenora Jail,,2,
8/17/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/17/2020,Western,Ottawa Carleton Detention Centre,1,,
8/18/2020,Northern,Monteith Correctional Centre,,1,
8/18/2020,Central,Maplehurst Correctional Complex,,6,3
8/18/2020,Central,Ontario Correctional Institute,,89,2
8/18/2020,Toronto,Toronto South Detention Centre,,11,7
8/18/2020,Central,Milton-Vanier Centre For Women,,1,3
8/18/2020,Central,Hamilton Wentworth Det Centre,,1,
8/18/2020,Eastern,Central East Correctional Centre,,1,2
8/18/2020,Central,Niagara Detention Centre,,1,1
8/18/2020,Western,Central North Correctional Centre,,1,1
8/18/2020,Northern,Kenora Jail,,2,
8/18/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/18/2020,Western,Ottawa Carleton Detention Centre,,,1
8/19/2020,Northern,Monteith Correctional Centre,,1,
8/19/2020,Central,Maplehurst Correctional Complex,,6,3
8/19/2020,Central,Ontario Correctional Institute,,89,2
8/19/2020,Toronto,Toronto South Detention Centre,,11,7
8/19/2020,Central,Milton-Vanier Centre For Women,,1,3
8/19/2020,Central,Hamilton Wentworth Det Centre,,1,
8/19/2020,Eastern,Central East Correctional Centre,,1,2
8/19/2020,Central,Niagara Detention Centre,,1,1
8/19/2020,Western,Central North Correctional Centre,,1,1
8/19/2020,Northern,Kenora Jail,,2,
8/19/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/19/2020,Western,Ottawa Carleton Detention Centre,,,1
8/20/2020,Northern,Monteith Correctional Centre,,1,
8/20/2020,Central,Maplehurst Correctional Complex,,6,3
8/20/2020,Central,Ontario Correctional Institute,,89,2
8/20/2020,Toronto,Toronto South Detention Centre,,11,7
8/20/2020,Central,Milton-Vanier Centre For Women,,1,3
8/20/2020,Central,Hamilton Wentworth Det Centre,,1,
8/20/2020,Eastern,Central East Correctional Centre,,1,2
8/20/2020,Central,Niagara Detention Centre,,1,1
8/20/2020,Western,Central North Correctional Centre,,1,1
8/20/2020,Northern,Kenora Jail,,2,
8/20/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/20/2020,Western,Ottawa Carleton Detention Centre,,,1
8/23/2020,Northern,Monteith Correctional Centre,,1,
8/23/2020,Central,Maplehurst Correctional Complex,,6,3
8/23/2020,Central,Ontario Correctional Institute,,89,2
8/23/2020,Toronto,Toronto South Detention Centre,1,11,7
8/23/2020,Central,Milton-Vanier Centre For Women,,1,3
8/23/2020,Central,Hamilton Wentworth Det Centre,,1,
8/23/2020,Eastern,Central East Correctional Centre,,1,2
8/23/2020,Central,Niagara Detention Centre,,1,1
8/23/2020,Western,Central North Correctional Centre,,1,1
8/23/2020,Northern,Kenora Jail,,2,
8/23/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/23/2020,Western,Ottawa Carleton Detention Centre,,,1
8/24/2020,Northern,Monteith Correctional Centre,,1,
8/24/2020,Central,Maplehurst Correctional Complex,,6,3
8/24/2020,Central,Ontario Correctional Institute,,89,2
8/24/2020,Toronto,Toronto South Detention Centre,1,11,7
8/24/2020,Central,Milton-Vanier Centre For Women,,1,3
8/24/2020,Central,Hamilton Wentworth Det Centre,,1,
8/24/2020,Eastern,Central East Correctional Centre,,1,2
8/24/2020,Central,Niagara Detention Centre,,1,1
8/24/2020,Western,Central North Correctional Centre,,1,1
8/24/2020,Northern,Kenora Jail,,2,
8/24/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/24/2020,Western,Ottawa Carleton Detention Centre,1,,1
8/25/2020,Northern,Monteith Correctional Centre,,1,
8/25/2020,Central,Maplehurst Correctional Complex,,6,3
8/25/2020,Central,Ontario Correctional Institute,,89,2
8/25/2020,Toronto,Toronto South Detention Centre,1,11,7
8/25/2020,Central,Milton-Vanier Centre For Women,,1,3
8/25/2020,Central,Hamilton Wentworth Det Centre,,1,
8/25/2020,Eastern,Central East Correctional Centre,,1,2
8/25/2020,Central,Niagara Detention Centre,,1,1
8/25/2020,Western,Central North Correctional Centre,,1,1
8/25/2020,Northern,Kenora Jail,,2,
8/25/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/25/2020,Western,Ottawa Carleton Detention Centre,1,,1
8/26/2020,Northern,Monteith Correctional Centre,,1,
8/26/2020,Central,Maplehurst Correctional Complex,,6,3
8/26/2020,Central,Ontario Correctional Institute,,89,2
8/26/2020,Toronto,Toronto South Detention Centre,1,11,7
8/26/2020,Central,Milton-Vanier Centre For Women,,1,3
8/26/2020,Central,Hamilton Wentworth Det Centre,,1,
8/26/2020,Eastern,Central East Correctional Centre,,1,2
8/26/2020,Central,Niagara Detention Centre,,1,1
8/26/2020,Western,Central North Correctional Centre,,1,1
8/26/2020,Northern,Kenora Jail,,2,
8/26/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/26/2020,Western,Ottawa Carleton Detention Centre,1,,1
8/27/2020,Northern,Monteith Correctional Centre,,1,
8/27/2020,Central,Maplehurst Correctional Complex,,6,3
8/27/2020,Central,Ontario Correctional Institute,,89,2
8/27/2020,Toronto,Toronto South Detention Centre,1,11,7
8/27/2020,Central,Milton-Vanier Centre For Women,,1,3
8/27/2020,Central,Hamilton Wentworth Det Centre,,1,
8/27/2020,Eastern,Central East Correctional Centre,,1,2
8/27/2020,Central,Niagara Detention Centre,,1,1
8/27/2020,Western,Central North Correctional Centre,,1,1
8/27/2020,Northern,Kenora Jail,,2,
8/27/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/27/2020,Western,Ottawa Carleton Detention Centre,1,,1
8/30/2020,Northern,Monteith Correctional Centre,,1,
8/30/2020,Central,Maplehurst Correctional Complex,,6,3
8/30/2020,Central,Ontario Correctional Institute,,89,2
8/30/2020,Toronto,Toronto South Detention Centre,1,11,7
8/30/2020,Central,Milton-Vanier Centre For Women,,1,3
8/30/2020,Central,Hamilton Wentworth Det Centre,,1,
8/30/2020,Eastern,Central East Correctional Centre,,1,2
8/30/2020,Central,Niagara Detention Centre,,1,1
8/30/2020,Western,Central North Correctional Centre,,1,1
8/30/2020,Northern,Kenora Jail,,2,
8/30/2020,Western,Ottawa Carleton Detention Centre,1,,1
8/30/2020,Western,Elgin-Middlesex Det. Centre,,1,
8/31/2020,Northern,Monteith Correctional Centre,,1,
8/31/2020,Central,Maplehurst Correctional Complex,,6,3
8/31/2020,Central,Ontario Correctional Institute,,89,2
8/31/2020,Toronto,Toronto South Detention Centre,1,11,7
8/31/2020,Central,Milton-Vanier Centre For Women,,1,3
8/31/2020,Central,Hamilton Wentworth Det Centre,,1,
8/31/2020,Eastern,Central East Correctional Centre,,1,2
8/31/2020,Central,Niagara Detention Centre,,1,1
8/31/2020,Western,Central North Correctional Centre,,1,1
8/31/2020,Northern,Kenora Jail,,2,
8/31/2020,Western,Ottawa Carleton Detention Centre,1,,1
8/31/2020,Western,South West Detention Center,1,,
8/31/2020,Toronto,Toronto East Detention Centre,1,,
8/31/2020,Western,Elgin-Middlesex Det. Centre,,1,
9/1/2020,Northern,Monteith Correctional Centre,,1,
9/1/2020,Central,Maplehurst Correctional Complex,,6,3
9/1/2020,Central,Ontario Correctional Institute,,89,2
9/1/2020,Toronto,Toronto South Detention Centre,1,11,7
9/1/2020,Central,Milton-Vanier Centre For Women,,1,3
9/1/2020,Central,Hamilton Wentworth Det Centre,,1,
9/1/2020,Eastern,Central East Correctional Centre,,1,2
9/1/2020,Central,Niagara Detention Centre,,1,1
9/1/2020,Western,Central North Correctional Centre,,1,1
9/1/2020,Northern,Kenora Jail,,2,
9/1/2020,Western,Ottawa Carleton Detention Centre,1,,1
9/1/2020,Western,South West Detention Center,1,,
9/1/2020,Toronto,Toronto East Detention Centre,1,,
9/1/2020,Western,Elgin-Middlesex Det. Centre,,1,
9/2/2020,Northern,Monteith Correctional Centre,,1,
9/2/2020,Central,Maplehurst Correctional Complex,,6,3
9/2/2020,Central,Ontario Correctional Institute,,89,2
9/2/2020,Toronto,Toronto South Detention Centre,1,11,7
9/2/2020,Central,Milton-Vanier Centre For Women,,1,3
9/2/2020,Central,Hamilton Wentworth Det Centre,,1,
9/2/2020,Eastern,Central East Correctional Centre,,1,2
9/2/2020,Central,Niagara Detention Centre,,1,1
9/2/2020,Western,Central North Correctional Centre,,1,1
9/2/2020,Northern,Kenora Jail,,2,
9/2/2020,Western,Ottawa Carleton Detention Centre,1,,1
9/2/2020,Western,South West Detention Center,1,,
9/2/2020,Toronto,Toronto East Detention Centre,1,,
9/2/2020,Western,Elgin-Middlesex Det. Centre,,1,
9/3/2020,Northern,Monteith Correctional Centre,,1,
9/3/2020,Central,Maplehurst Correctional Complex,,6,3
